LAST SEEN             TYPE      REASON                   OBJECT                                  MESSAGE
29m                   Normal    Started                  Pod/cilium-kqncp                        Started container mount-bpf-fs
29m                   Normal    Created                  Pod/cilium-7f67d                        Created container clean-cilium-state
29m                   Normal    Pulled                   Pod/cilium-7f67d                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Started                  Pod/cilium-7f67d                        Started container mount-bpf-fs
29m                   Normal    Created                  Pod/cilium-9kw74                        Created container install-cni-binaries
29m                   Normal    Pulled                   Pod/cilium-cd8h2                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Pulled                   Pod/cilium-5x956                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Started                  Pod/cilium-5x956                        Started container clean-cilium-state
29m                   Normal    Created                  Pod/cilium-c5xdg                        Created container install-cni-binaries
29m                   Normal    Pulled                   Pod/cilium-c5xdg                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Started                  Pod/cilium-7f67d                        Started container clean-cilium-state
29m                   Normal    Pulled                   Pod/cilium-7f67d                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Created                  Pod/cilium-7f67d                        Created container install-cni-binaries
29m                   Normal    Started                  Pod/cilium-c5xdg                        Started container clean-cilium-state
29m                   Normal    Created                  Pod/cilium-5x956                        Created container clean-cilium-state
29m                   Normal    Pulled                   Pod/cilium-wxn9b                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Created                  Pod/cilium-wxn9b                        Created container clean-cilium-state
29m                   Normal    Started                  Pod/cilium-wxn9b                        Started container clean-cilium-state
29m                   Normal    Created                  Pod/cilium-cd8h2                        Created container clean-cilium-state
29m                   Normal    Started                  Pod/cilium-d6s85                        Started container clean-cilium-state
29m                   Normal    Created                  Pod/cilium-d6s85                        Created container clean-cilium-state
29m                   Normal    Started                  Pod/cilium-9kw74                        Started container install-cni-binaries
29m                   Normal    Pulled                   Pod/cilium-9kw74                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Pulled                   Pod/cilium-7cdxg                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Created                  Pod/cilium-7cdxg                        Created container clean-cilium-state
29m                   Normal    Started                  Pod/cilium-7cdxg                        Started container clean-cilium-state
29m                   Normal    Started                  Pod/cilium-cd8h2                        Started container clean-cilium-state
29m                   Normal    Pulled                   Pod/cilium-kqncp                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Created                  Pod/cilium-kqncp                        Created container clean-cilium-state
29m                   Normal    Started                  Pod/cilium-kqncp                        Started container clean-cilium-state
29m                   Normal    Pulled                   Pod/cilium-d6s85                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Pulled                   Pod/cilium-d6s85                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Pulled                   Pod/cilium-7cdxg                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Started                  Pod/cilium-wxn9b                        Started container install-cni-binaries
29m                   Normal    Created                  Pod/cilium-d6s85                        Created container install-cni-binaries
29m                   Normal    Created                  Pod/cilium-7cdxg                        Created container install-cni-binaries
29m                   Normal    Started                  Pod/cilium-7cdxg                        Started container install-cni-binaries
29m                   Normal    Created                  Pod/cilium-wxn9b                        Created container install-cni-binaries
29m                   Normal    Pulled                   Pod/cilium-wxn9b                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Started                  Pod/cilium-cd8h2                        Started container install-cni-binaries
29m                   Normal    Created                  Pod/cilium-cd8h2                        Created container install-cni-binaries
29m                   Normal    Pulled                   Pod/cilium-cd8h2                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Started                  Pod/cilium-7f67d                        Started container install-cni-binaries
29m                   Normal    Started                  Pod/cilium-c5xdg                        Started container install-cni-binaries
29m                   Normal    Pulled                   Pod/cilium-5x956                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Created                  Pod/cilium-5x956                        Created container install-cni-binaries
29m                   Normal    Started                  Pod/cilium-d6s85                        Started container install-cni-binaries
29m                   Normal    Started                  Pod/cilium-5x956                        Started container install-cni-binaries
29m                   Normal    Started                  Pod/cilium-kqncp                        Started container install-cni-binaries
29m                   Normal    Created                  Pod/cilium-kqncp                        Created container install-cni-binaries
